class_id,replicate,experiment_id,student_id,scenario,scenario_label,seed,model_version,day,temperature_c,thermal_performance,degree_days,cumulative_degree_days,hydration_pct,nutrient_pct,root_health_pct,plant_health_pct,host_quality_index,enemy_pressure,nymphs_modelled,apterous_adults_modelled,alate_adults_modelled,total_aphids_modelled,nymphs_observed,apterous_adults_observed,alate_adults_observed,total_aphids_observed,fecundity_per_adult,new_nymphs,matured_nymphs,alate_fraction,mortality_rate,mortality_count,alate_emigrants,lambda_from_day_0,intervention,event_note
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,14,18.4,0.999,14.4,248.7,9.1,39.7,74.6,38.3,0.249,0,699.64,118.67,31.11,849.42,656,118,33,807,0.871,103.56,23.78,0.364,0.0857,74.04,3.5,25.74,restricted water +14%; low-dose fertiliser +14%,intervention: restricted water +14%; low-dose fertiliser +14%
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,15,18,0.997,14,262.7,10.2,34.9,72.2,36.1,0.228,0,737.98,123.82,32.81,894.6,731,115,35,881,1.008,127.41,22.59,0.374,0.088,78.34,3.89,27.109,restricted water +14%,intervention: restricted water +14%
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,16,17.8,0.996,13.8,276.5,11.3,30.1,69.8,33.8,0.208,0,737.37,127.58,34.01,898.96,749,135,37,921,0.71,93.79,21.96,0.388,0.0909,85.24,4.19,27.241,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,17,18.5,0.999,14.5,291,12.2,25.3,67.4,31.5,0.188,0,727.4,129.72,34.31,891.42,733,128,37,898,0.617,83.97,20.26,0.394,0.0925,87.14,4.38,27.013,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,18,20,1,16,307,12.7,20.6,65,29.1,0.167,0,713.08,130.29,33.75,877.12,694,130,34,858,0.562,77.66,18.3,0.397,0.0938,87.52,4.44,26.58,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,19,21.8,0.991,17.8,324.8,26.2,15.9,64.7,31.5,0.187,0,713.03,131.27,33.45,877.75,699,133,35,867,0.648,89.91,18.67,0.392,0.0926,84.96,4.33,26.598,water +25%,irrigation restriction ends; host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,20,22.1,0.989,18.1,342.9,39.6,11,64.5,33.8,0.208,0,730.57,133.49,33.88,897.94,752,134,30,916,0.774,108.01,20.38,0.387,0.091,83.56,4.26,27.21,water +25%,host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,21,23.9,0.968,19.9,362.8,27.3,20.2,64.2,33.6,0.206,0,729.87,135.39,34.24,899.5,751,130,28,909,0.648,92,20.39,0.391,0.0917,86.1,4.34,27.257,low-dose fertiliser +14%,host plant visibly stressed; intervention: low-dose fertiliser +14%
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,22,24.6,0.956,20.6,383.4,39.8,15.4,64,35.6,0.224,0,741.36,138.18,35.02,914.55,781,128,37,946,0.725,104.32,21.68,0.387,0.0903,84.9,4.36,27.714,water +25%,intervention: water +25%
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,23,24.3,0.961,20.3,403.7,27.2,10.5,63.7,29.3,0.169,0,771.42,137.37,34.01,942.8,763,136,36,935,0.841,123.52,17.51,0.402,0.0949,90.7,4.57,28.57,,host plant visibly stressed
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,24,26,0.916,22,425.7,39.2,5.6,63.5,31.2,0.185,0,743.35,137.4,33.75,914.51,742,144,32,918,0.476,69.37,18.74,0.403,0.0945,93.22,4.44,27.712,water +25%,host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,25,24.5,0.958,20.5,446.2,26.8,0.8,63.2,25,0.134,0,719.71,134.38,31.76,885.85,672,136,30,838,0.474,69.13,14.44,0.411,0.0976,93.33,4.46,26.844,,host plant visibly stressed
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,26,24.1,0.965,20.1,466.3,39.5,0,63,28.8,0.164,0,730.03,132.62,30.66,893.31,775,137,30,942,0.703,100,15.49,0.402,0.0954,88.4,4.14,27.07,water +25%,host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,27,23.6,0.973,19.6,485.9,27.5,0,62.7,24.7,0.132,0,714.38,128.96,28.72,872.07,791,131,29,951,0.533,74.73,12.84,0.411,0.0983,91.92,4.06,26.426,,host plant visibly stressed
aphidsim_tutorial,3,Drought_03_drought_4871,Drought_03,drought,Water-stressed host,4871,2.1.0,28,23,0.98,19,504.9,40.5,9.2,62.5,32.9,0.199,0,733.57,130.82,29.9,894.29,726,126,33,885,0.803,109.33,19.6,0.388,0.0914,83.44,3.66,27.1,water +25%; low-dose fertiliser +14%,host plant visibly stressed; intervention: water +25%; low-dose fertiliser +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,0,22.4,0.986,0,0,64,78,93,77.1,0.686,0,32.4,27.6,0,60,32,28,2,62,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,1,26,0.916,22,22,53.7,75.3,93.9,72.8,0.631,0,112.94,28.56,0.28,141.78,106,30,2,138,3.061,84.49,2.33,0.121,0.0461,2.71,0,2.363,,
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,2,25.1,0.944,21.1,43.1,43.2,72.3,93.7,68,0.572,0,226.92,33.9,1.35,262.17,230,32,2,264,4.465,127.83,7.69,0.144,0.0505,7.42,0.02,4.369,,
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,3,25.6,0.93,21.6,64.7,32.4,69.1,93.4,63.1,0.513,0,267.35,43.55,3.58,314.48,260,39,3,302,1.982,67.85,13.7,0.177,0.0559,15.42,0.12,5.241,,
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,4,25.7,0.927,21.7,86.4,46.2,65.6,94.3,66.4,0.552,0,351.75,55.66,6.13,413.54,358,57,6,421,2.635,117.12,17.18,0.178,0.0538,17.75,0.31,6.892,water +25%,intervention: water +25%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,5,24.3,0.961,20.3,106.7,35.2,61.9,94.1,61.1,0.49,0,437.98,69.38,9.66,517.01,425,65,9,499,2.272,129.92,21.05,0.213,0.0596,25.89,0.57,8.617,,
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,6,24.5,0.958,20.5,127.2,23.6,57.8,93.8,55.5,0.426,0,538.34,82.67,13.82,634.83,536,83,13,632,2.153,154.6,23.03,0.252,0.066,35.81,0.97,10.58,,
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,7,24.5,0.958,20.5,147.7,9.1,53.5,91.4,48.3,0.348,0,628.49,94.72,18.5,741.71,639,93,17,749,1.824,157.1,24.49,0.296,0.073,48.71,1.51,12.362,,irrigation restriction begins
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,8,24.1,0.965,20.1,167.8,8.6,49,89,45.7,0.321,0,653.97,106.35,23.62,783.94,665,98,23,786,1.057,104.97,26.73,0.328,0.0777,60.6,2.14,13.066,restricted water +14%,intervention: restricted water +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,9,22.8,0.982,18.8,186.6,8.3,44.3,86.6,43,0.294,0,705.33,116.16,27.83,849.32,673,115,25,813,1.2,134.7,26.22,0.344,0.0809,66.52,2.81,14.155,restricted water +14%,intervention: restricted water +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,10,21.3,0.995,17.3,203.9,8.3,39.5,84.2,40.4,0.269,0,735.44,124.47,31.54,891.44,710,125,33,868,0.983,120.99,26.37,0.364,0.0847,75.44,3.42,14.857,restricted water +14%,intervention: restricted water +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,11,21,0.996,17,220.9,8.3,34.7,81.8,37.7,0.244,0,757.32,130.82,34.25,922.39,758,127,37,922,0.884,116.95,25.33,0.378,0.0878,82.04,3.96,15.373,restricted water +14%,intervention: restricted water +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,12,20.4,0.999,16.4,237.3,8.4,29.7,79.4,35.1,0.219,0,781.29,135.23,35.92,952.44,808,129,37,974,0.875,121.98,23.92,0.39,0.0906,87.55,4.38,15.874,restricted water +14%,intervention: restricted water +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,13,18.4,0.999,14.4,251.7,9.2,24.7,77,32.7,0.197,0,781.59,137.84,36.71,956.14,674,142,40,856,0.704,101.49,22.44,0.4,0.0933,93.12,4.67,15.936,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,14,19.7,1,15.7,267.4,9.5,33.7,74.6,35.9,0.227,0,788.57,142.42,38.46,969.44,773,140,36,949,0.743,109.23,25.36,0.394,0.0911,91.2,4.73,16.157,restricted water +14%; low-dose fertiliser +14%,intervention: restricted water +14%; low-dose fertiliser +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,15,19.2,1,15.2,282.6,9.9,28.7,72.2,33.4,0.204,0,782.75,144.98,39.05,966.78,817,152,41,1010,0.638,97.01,23.36,0.401,0.0933,94.66,5.01,16.113,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,16,19.2,1,15.2,297.8,10.4,23.7,69.8,30.8,0.182,0,786.59,145.68,38.61,970.87,838,144,37,1019,0.68,105.19,21.11,0.406,0.0949,95.97,5.13,16.181,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,17,20.2,0.999,16.2,314,10.6,18.8,67.4,28.2,0.16,0,758.02,144.82,37.47,940.31,800,153,38,991,0.468,72.74,19.15,0.412,0.0967,98.18,5.11,15.672,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,18,20.7,0.998,16.7,330.7,10.7,13.9,65,25.6,0.139,0,745.8,142.41,35.49,923.7,766,138,33,937,0.545,84.01,16.53,0.412,0.0974,95.66,4.96,15.395,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,19,21.5,0.993,17.5,348.2,24.2,9.1,64.7,28,0.158,0,745.14,140.67,34.14,919.94,774,146,32,952,0.62,93.77,16.94,0.407,0.0962,92.86,4.67,15.332,water +25%,irrigation restriction ends; host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,20,23.7,0.971,19.7,367.9,36.9,4.2,64.5,30,0.175,0,755.54,140.13,33.62,929.29,773,146,39,958,0.702,104.78,18.23,0.402,0.0946,90.98,4.45,15.488,water +25%,host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,21,23.9,0.968,19.9,387.8,24.5,13.3,64.2,29.7,0.172,0,748.63,139.51,33.22,921.37,718,141,31,890,0.598,88.89,18.2,0.404,0.0951,92.41,4.4,15.356,low-dose fertiliser +14%,host plant visibly stressed; intervention: low-dose fertiliser +14%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,22,24.8,0.951,20.8,408.6,36.9,8.4,64,31.7,0.189,0,750.74,139.86,33.32,923.91,725,131,34,890,0.656,96.94,19.23,0.399,0.0935,90.08,4.31,15.399,water +25%,host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,23,26.9,0.869,22.9,431.5,23.7,3.7,63.7,25.3,0.136,0,716.31,136.11,31.08,883.49,745,129,29,903,0.393,58.23,13.56,0.412,0.0976,94.24,4.41,14.725,,host plant visibly stressed
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,24,26.1,0.912,22.1,453.6,35.8,0,63.5,27.7,0.155,0,702.53,133.8,29.83,866.17,650,125,32,807,0.519,74.62,14.75,0.401,0.0952,87.9,4.04,14.436,water +25%,host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,25,26.1,0.912,22.1,475.7,23,0,63.2,23.4,0.122,0,683.48,128.99,27.31,839.79,671,130,27,828,0.47,66.4,10.96,0.408,0.0982,88.85,3.93,13.996,,host plant visibly stressed
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,26,25.6,0.93,21.6,497.3,35.5,0,63,27.5,0.153,0,678.4,126.45,26.29,831.14,733,124,27,884,0.577,78.33,13.23,0.396,0.0951,83.44,3.53,13.852,water +25%,host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,27,24.8,0.951,20.8,518.1,23.2,0,62.7,23.3,0.121,0,668.15,122.41,24.57,815.12,710,129,24,863,0.541,71.95,10.93,0.402,0.0973,84.54,3.43,13.585,,host plant visibly stressed
aphidsim_tutorial,4,Drought_04_drought_4954,Drought_04,drought,Water-stressed host,4954,2.1.0,28,24.3,0.961,20.3,538.4,36.1,9.4,62.5,31.5,0.187,0,676.59,123.47,25.61,825.68,686,124,24,834,0.708,90.99,17.09,0.379,0.0907,77.34,3.09,13.761,water +25%; low-dose fertiliser +14%,host plant visibly stressed; intervention: water +25%; low-dose fertiliser +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,0,21,0.996,0,0,64,78,93,77.1,0.686,0,22.14,18.86,0,41,23,18,0,41,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,1,23.7,0.971,19.7,19.7,54.6,75.4,93.9,73.2,0.636,0,82.86,19.61,0.2,102.67,87,20,2,109,3.368,63.51,1.69,0.119,0.046,1.85,0,2.504,,
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,2,23.8,0.97,19.8,39.5,44.9,72.6,93.7,68.7,0.581,0,143.25,23.8,0.98,168.03,148,24,3,175,3.597,70.7,5.84,0.137,0.0499,5.32,0.02,4.098,,
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,3,23.9,0.968,19.9,59.4,34.9,69.7,93.4,64.1,0.525,0,198.03,30.42,2.3,230.75,198,28,1,227,3.009,72.36,9.18,0.159,0.0543,9.57,0.08,5.628,,
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,4,23.5,0.974,19.5,78.9,49.8,66.5,94.3,68,0.571,0,270.31,40.61,4.17,315.09,287,39,3,329,3.132,97.09,13.73,0.159,0.0518,12.55,0.19,7.685,water +25%,intervention: water +25%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,5,23,0.98,19,97.9,39.6,63.1,94.1,63.1,0.513,0,332.87,52.56,6.77,392.2,337,49,5,391,2.311,96.26,17.14,0.187,0.0567,18.79,0.36,9.566,,
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,6,22.2,0.988,18.2,116.1,29.3,59.4,93.8,58.1,0.455,0,428.07,64.66,9.82,502.54,434,64,12,510,2.517,136.52,19.03,0.217,0.062,25.54,0.63,12.257,,
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,7,21.9,0.991,17.9,134,16,55.4,91.4,51.4,0.381,0,536.09,76.97,13.66,626.72,597,82,15,694,2.401,161.16,21.63,0.256,0.0681,35.99,0.99,15.286,,irrigation restriction begins
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,8,21.3,0.995,17.3,151.3,2.8,51.2,89,44.7,0.311,0,574.12,87.71,17.94,679.76,594,81,17,692,1.302,104.69,22.65,0.304,0.076,50.13,1.51,16.58,,
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,9,21.3,0.995,17.3,168.6,3.4,46.8,86.6,42.4,0.289,0,611.35,97.19,21.73,730.27,577,95,21,693,1.181,108.9,22.76,0.322,0.0789,56.34,2.05,17.811,restricted water +14%,intervention: restricted water +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,10,20.7,0.998,16.7,185.3,4,42.4,84.2,40.1,0.266,0,655.63,105.34,24.99,785.96,649,108,25,782,1.179,120.96,22.68,0.339,0.0818,62.71,2.56,19.17,restricted water +14%,intervention: restricted water +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,11,19.3,1,15.3,200.6,4.9,37.8,81.8,37.9,0.245,0,679.57,112.19,27.8,819.57,688,115,29,832,0.956,106.7,22.62,0.357,0.0849,70.06,3.03,19.989,restricted water +14%,intervention: restricted water +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,12,18.9,1,14.9,215.5,5.8,33.1,79.4,35.7,0.224,0,711.83,117.47,29.83,859.13,649,113,28,790,0.992,118.16,21.74,0.369,0.0874,75.15,3.44,20.954,restricted water +14%,intervention: restricted water +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,13,19.5,1,15.5,231,6.4,28.2,77,33.2,0.202,0,756.83,121.34,31.26,909.43,791,128,32,951,1.083,135.27,21,0.382,0.0901,81.2,3.77,22.181,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,14,18.5,0.999,14.5,245.5,7.2,37.3,74.6,36.7,0.234,0,768.92,127.44,33.99,930.35,748,138,33,919,0.852,110.09,25.04,0.384,0.0893,85.2,3.97,22.691,restricted water +14%; low-dose fertiliser +14%,intervention: restricted water +14%; low-dose fertiliser +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,15,17.6,0.994,13.6,259.1,8.1,32.4,72.2,34.4,0.212,0,772.98,131.55,35.52,940.05,776,133,36,945,0.761,103.4,23.32,0.393,0.0916,89.33,4.37,22.928,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,16,17.9,0.996,13.9,273,9,27.4,69.8,31.9,0.191,0,791.35,133.92,36.03,961.31,779,131,30,940,0.84,117.93,21.56,0.4,0.0934,92.06,4.62,23.446,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,17,18.8,1,14.8,287.8,9.6,22.5,67.4,29.5,0.17,0,784.22,134.84,35.91,954.97,789,129,34,952,0.663,94.82,20.17,0.408,0.0957,96.42,4.74,23.292,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,18,18.7,1,14.7,302.5,10.4,17.6,65,27.1,0.15,0,760.31,134.2,34.94,929.45,732,115,33,880,0.531,76.35,18.06,0.412,0.0971,97.12,4.76,22.669,restricted water +14%,host plant visibly stressed; intervention: restricted water +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,19,21.5,0.993,17.5,320,23.9,12.7,64.7,29.4,0.17,0,744.39,134.08,34.29,912.77,795,139,38,972,0.565,80.83,18.34,0.405,0.0955,92.93,4.58,22.263,water +25%,irrigation restriction ends; host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,20,21.8,0.991,17.8,337.8,37.3,7.9,64.5,31.8,0.189,0,737.97,135.17,34.31,907.44,721,138,37,896,0.62,88.39,19.69,0.398,0.0935,89.27,4.44,22.133,water +25%,host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,21,22.9,0.981,18.9,356.7,25.3,17,64.2,31.6,0.188,0,750.44,135.96,34.17,920.56,779,132,35,946,0.738,106.14,19.3,0.397,0.0933,88.58,4.44,22.453,low-dose fertiliser +14%,host plant visibly stressed; intervention: low-dose fertiliser +14%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,22,23.7,0.971,19.7,376.4,38,12.1,64,33.6,0.206,0,764.43,137.92,34.77,937.12,796,148,33,977,0.76,109.84,21.06,0.395,0.0923,88.88,4.41,22.856,water +25%,host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,23,23.2,0.978,19.2,395.6,25.8,7.2,63.7,27.5,0.154,0,757.92,136.4,33.57,927.9,761,141,35,937,0.616,90.29,16.89,0.41,0.0968,94.92,4.59,22.632,,host plant visibly stressed
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,24,23.4,0.975,19.4,415,38.7,2.4,63.5,29.6,0.171,0,752.44,136.13,33.21,921.78,732,133,31,896,0.626,90.68,18.27,0.404,0.0952,92.41,4.39,22.482,water +25%,host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,25,22.9,0.981,18.9,433.9,26.7,0,63.2,24.6,0.131,0,733.63,132.7,31.12,897.45,720,143,32,895,0.522,75.33,13.9,0.415,0.0987,95.23,4.42,21.889,,host plant visibly stressed
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,26,23.5,0.974,19.5,453.4,39.7,0,63,28.9,0.165,0,703.36,131.07,30.25,864.68,704,123,34,861,0.438,61.48,15.67,0.404,0.096,90.18,4.07,21.09,water +25%,host plant visibly stressed; intervention: water +25%
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,27,22.7,0.983,18.7,472.1,28.1,0,62.7,25,0.134,0,682.01,127.56,28.29,837.85,663,108,31,802,0.471,65.25,12.57,0.406,0.0975,88.11,3.97,20.435,,host plant visibly stressed
aphidsim_tutorial,5,Drought_05_drought_5037,Drought_05,drought,Water-stressed host,5037,2.1.0,28,22.3,0.987,18.3,490.4,41.4,9.3,62.5,33.2,0.202,0,716.63,129.44,29.27,875.34,720,126,31,877,0.893,120.16,19.02,0.38,0.0903,79.1,3.57,21.35,water +25%; low-dose fertiliser +14%,host plant visibly stressed; intervention: water +25%; low-dose fertiliser +14%
aphidsim_tutorial,6,Drought_06_drought_5120,Drought_06,drought,Water-stressed host,5120,2.1.0,0,21.5,0.993,0,0,64,78,93,77.1,0.686,0,29.7,25.3,0,55,27,29,0,56,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,6,Drought_06_drought_5120,Drought_06,drought,Water-stressed host,5120,2.1.0,1,23.7,0.971,19.7,19.7,54.3,75.2,93.9,73,0.634,0,141.43,26.29,0.27,167.99,142,27,0,169,4.564,115.48,2.27,0.12,0.0461,2.48,0,3.054,,
aphidsim_tutorial,6,Drought_06_drought_5120,Drought_06,drought,Water-stressed host,5120,2.1.0,2,24.8,0.951,20.8,40.5,44.1,72.3,93.7,68.3,0.575,0,200.6,33.44,1.67,235.72,212,39,2,253,2.907,76.63,9.72,0.147,0.0506,8.88,0.02,4.286,,
aphidsim_tutorial,6,Drought_06_drought_5120,Drought_06,drought,Water-stressed host,5120,2.1.0,3,24.5,0.958,20.5,61,33.6,69.1,93.4,63.4,0.517,0,283.68,42.27,3.58,329.53,286,42,1,329,3.179,107.64,12.57,0.171,0.0554,13.68,0.14,5.991,,
aphidsim_tutorial,6,Drought_06_drought_5120,Drought_06,drought,Water-stressed host,5120,2.1.0,4,24.4,0.96,20.4,81.4,47.7,65.5,94.3,66.8,0.558,0,381.25,55.9,6.49,443.65,369,54,5,428,3.082,133.04,19.01,0.18,0.0537,18.61,0.31,8.066,water +25%,intervention: water +25%
aphidsim_tutorial,6,Drought_06_drought_5120,Drought_06,drought,Water-stressed host,5120,2.1.0,5,24.8,0.951,20.8,102.2,36.4,61.7,94.1,61.4,0.493,0,476.38,70.81,10.46,557.65,518,73,8,599,2.477,142.51,22.76,0.219,0.0598,27.9,0.61,10.139,,
aphidsim_tutorial,6,Drought_06_drought_5120,Drought_06,drought,Water-stressed host,5120,2.1.0,6,22.9,0.981,18.9,121.1,25.3,57.6,93.8,56,0.431,0,539.97,85.8,15.4,641.17,575,89,15,679,1.684,123.64,25.79,0.261,0.0666,39.05,1.07,11.658,,
aphidsim_tutorial,6,Drought_06_drought_5120,Drought_06,drought,Water-stressed host,5120,2.1.0,7,21.8,0.991,17.8,138.9,11.6,53.1,91.4,49,0.355,0,649.13,98.53,20.16,767.82,635,96,18,749,1.978,177.36,25.72,0.296,0.0728,49.02,1.68,13.96,,irrigation restriction begins
aphidsim_tutorial,6,Drought_06_drought_5120,Drought_06,drought,Water-stressed host,5120,2.1.0,8,22.5,0.985,18.5,157.4,11.5,48.5,89,46.4,0.328,0,695.82,111.08,25.7,832.6,661,112,27,800,1.255,129.99,28.69,0.332,0.0779,62.86,2.35,15.138,restricted water +14%,intervention: restricted water +14%
aphidsim_tutorial,6,Drought_06_drought_5120,Drought_06,drought,Water-stressed host,5120,2.1.0,9,21.8,0.991,17.8,175.2,11.3,43.7,86.6,43.7,0.301,0,747.1,121.85,30.52,899.46,726,120,31,877,1.203,141.35,28.69,0.353,0.0817,71.39,3.1,16.354,restricted water +14%,intervention: restricted water +14%
